measure,chi2,p,n_samples,k_conditions,kendall_W,conditions
mean_pct_extrawork,,,0,13,,"['SCENARIOTEST_DELAY20', 'SCENARIOTEST_DELAY20NOPOPUP', 'SCENARIOTEST_DELAY20_highseed', 'SCENARIOTEST_DELAY20_rate38', 'SCENARIOTEST_DELAY25', 'SCENARIOTEST_FCFS14', 'SCENARIOTEST_FCFS14_NOPOPUP', 'SCENARIOTEST_FCFS14_highseed', 'SCENARIOTEST_FCFS20', 'SCENARIOTEST_FCFS20NOPOPUP', 'SCENARIOTEST_FCFS20_highseed', 'SCENARIOTEST_FCFS20_rate38', 'SCENARIOTEST_FCFS25']"
